Name,Name,List name,Edition,Edition code,Collector's number,Price,Price (total),Foil,QuantityX,Tag,Language,Condition,Rarity,Card Type,CMC,Mana Value,Color,Card Rulings,MultiverseID,Card Text,Power,Toughness,Loyalty,Currency,Scryfall ID,TCGPlayer productID,TCGPlayer Sku,Is Commander?,Artists,Edition code MTGO
"Urborg Lhurgoyf","Urborg Lhurgoyf","Dominaria united collectors ","Dominaria United","DMU","420","$0.49","$0.49","","1x","","","","R","Creature — Lhurgoyf","2","{1}{G}","Green","""• The ability that defines Urborg Lhurgoyf’s power and toughness works in all zones, not just on the battlefield.
• You may kick Urborg Lhurgoyf only once for its {U} cost and only once for its {B} cost. You can kick it twice by paying {U}{B}, but you can’t kick it twice by paying {U}{U} or {B}{B}. You can’t kick it more than twice.
• Urborg Lhurgoyf’s second ability isn’t a triggered ability and doesn’t use the stack. Players can’t cast spells or take other actions after it enters the battlefield but before its controller mills cards.
• If it was kicked, Urborg Lhurgoyf enters the battlefield with a power and toughness determined by the number of creature cards in your graveyard after you have milled cards for each time it was kicked. For example, if you have one creature card in your graveyard before it enters the battlefield and you mill two more creature cards with its ability, it enters the battlefield as a 3/4 creature.""","577535","""Kicker {U} and/or {B} (You may pay an additional {U} and/or {B} as you cast this spell.)
As Urborg Lhurgoyf enters the battlefield, mill three cards for each time it was kicked.
Urborg Lhurgoyf's power is equal to the number of creature cards in your graveyard and its toughness is equal to that number plus 1.""","*","1+*","0","USD","3c569975-5b7c-448a-889e-877f28989642","283159","5762167","","Andrey Kuzinskiy","dmu"
"Urborg Lhurgoyf","Urborg Lhurgoyf","Dominaria united collectors ","Dominaria United","DMU","420","$0.56","$0.56","Foil","1x","","","","R","Creature — Lhurgoyf","2","{1}{G}","Green","""• The ability that defines Urborg Lhurgoyf’s power and toughness works in all zones, not just on the battlefield.
• You may kick Urborg Lhurgoyf only once for its {U} cost and only once for its {B} cost. You can kick it twice by paying {U}{B}, but you can’t kick it twice by paying {U}{U} or {B}{B}. You can’t kick it more than twice.
• Urborg Lhurgoyf’s second ability isn’t a triggered ability and doesn’t use the stack. Players can’t cast spells or take other actions after it enters the battlefield but before its controller mills cards.
• If it was kicked, Urborg Lhurgoyf enters the battlefield with a power and toughness determined by the number of creature cards in your graveyard after you have milled cards for each time it was kicked. For example, if you have one creature card in your graveyard before it enters the battlefield and you mill two more creature cards with its ability, it enters the battlefield as a 3/4 creature.""","577535","""Kicker {U} and/or {B} (You may pay an additional {U} and/or {B} as you cast this spell.)
As Urborg Lhurgoyf enters the battlefield, mill three cards for each time it was kicked.
Urborg Lhurgoyf's power is equal to the number of creature cards in your graveyard and its toughness is equal to that number plus 1.""","*","1+*","0","USD","3c569975-5b7c-448a-889e-877f28989642","283159","5762172","","Andrey Kuzinskiy","dmu"
"Yavimaya Coast","Yavimaya Coast","Dominaria united collectors ","Dominaria United","DMU","261","$1.60","$1.60","Foil","1x","","","","R","Land","0","","Land","""• The damage dealt to you is part of the second mana ability. It doesn't use the stack and can't be responded to.
• Like most lands, each land in this cycle is colorless. The damage dealt to you is dealt by a colorless source.""","574741","""{T}: Add {C}.
{T}: Add {G} or {U}. Yavimaya Coast deals 1 damage to you.""","0","0","0","USD","0ed6c8b0-f154-4678-89d0-9869864ead8d","282772","5744196","","Jesper Ejsing","dmu"
"Yavimaya Coast","Yavimaya Coast","Dominaria united collectors ","Dominaria United","DMU","382","$2.43","$2.43","Foil","1x","","","","R","Land","0","","Land","""• The damage dealt to you is part of the second mana ability. It doesn't use the stack and can't be responded to.
• Like most lands, each land in this cycle is colorless. The damage dealt to you is dealt by a colorless source.""","577368","""{T}: Add {C}.
{T}: Add {G} or {U}. Yavimaya Coast deals 1 damage to you.""","0","0","0","USD","79aa9c09-5eeb-466f-a8f5-9898de6e7c88","282773","5744276","","Mark Poole","dmu"
"Aron, Benalia's Ruin","Aron, Benalia's Ruin","Dominaria united collectors ","Dominaria United","DMU","193","$0.43","$0.43","Foil","1x","","","","U","Legendary Creature — Phyrexian Human","3","{W}{W}{B}","White/Black","""""","574673","""Menace (This creature can't be blocked except by two or more creatures.)
{W}{B}, {T}, Sacrifice another creature: Put a +1/+1 counter on each creature you control.""","3","3","0","USD","f1f8bf98-8911-4c86-978a-427377700544","283454","5771480","","Mark Winters","dmu"
"Balduvian Atrocity","Balduvian Atrocity","Dominaria united collectors ","Dominaria United","DMU","79","$0.25","$0.25","Foil","1x","","","","U","Creature — Phyrexian Berserker","3","{2}{B}","Black","""""","574559","""Kicker {R} (You may pay an additional {R} as you cast this spell.)
Menace
When Balduvian Atrocity enters the battlefield, if it was kicked, return target creature card with mana value 3 or less from your graveyard to the battlefield. It gains haste. Sacrifice it at the beginning of the next end step.""","2","3","0","USD","365333c4-59a0-4365-b242-a67b6224c1b8","282822","5748006","","Mike Jordana","dmu"
"Bortuk Bonerattle","Bortuk Bonerattle","Dominaria united collectors ","Dominaria United","DMU","197","$0.24","$0.24","Foil","1x","","","","U","Legendary Creature — Troll Shaman","6","{4}{B}{G}","Black/Green","""• Domain abilities count the number of basic land types among lands you control, not how many lands you control or how many of any type.
• The basic land types are Plains, Island, Swamp, Mountain, and Forest. Land types other than basic land types (such as Desert) don’t contribute to domain abilities.""","574677","""Domain — When Bortuk Bonerattle enters the battlefield, if you cast it, choose target creature card in your graveyard. Return that card to the battlefield if its mana value is less than or equal to the number of basic land types among lands you control. Otherwise, put it into your hand.""","4","4","0","USD","9a25855f-abfc-482d-a36b-088b023a7df6","283130","5760548","","Wayne Reynolds","dmu"
"Braids's Frightful Return","Braids's Frightful Return","Dominaria united collectors ","Dominaria United","DMU","85","$0.30","$0.30","Foil","1x","","","","U","Enchantment — Saga","3","{2}{B}","Black","""• As a Saga with read ahead enters the battlefield, its controller chooses a number from one to that Saga’s greatest chapter number. The Saga enters the battlefield with the chosen number of lore counters. Neither choosing the number nor putting the counters on the Saga use the stack, and neither can be responded to.""","574565","""Read ahead (Choose a chapter and start with that many lore counters. Add one after your draw step. Skipped chapters don't trigger. Sacrifice after III.)
I — You may sacrifice a creature. If you do, each opponent discards a card.
II — Return target creature card from your graveyard to your hand.
III — Target opponent may sacrifice a nonland, nontoken permanent. If they don't, they lose 2 life and you draw a card.""","0","0","0","USD","49aa8d4c-04e9-4f38-9786-2c9ad735dd72","283531","5775068","","Dominik Mayer","dmu"
"Cleaving Skyrider","Cleaving Skyrider","Dominaria united collectors ","Dominaria United","DMU","12","$0.20","$0.20","Foil","1x","","","","U","Creature — Human Warrior","3","{2}{W}","White","""• Cleaving Skyrider’s triggered ability counts all attacking creatures, even attacking creatures other players control.
• In a Two-Headed Giant game, this triggered ability counts all attacking creatures that each attacking team controls.""","574492","""Flash
Kicker {2}{R} (You may pay an additional {2}{R} as you cast this spell.)
Flying
When Cleaving Skyrider enters the battlefield, if it was kicked, it deals X damage to any target, where X is the number of attacking creatures.""","2","2","0","USD","6544a289-3b27-4980-8ed7-22f50ae92c1a","283277","5766621","","Joshua Raphael","dmu"
"Coalition Skyknight","Coalition Skyknight","Dominaria united collectors ","Dominaria United","DMU","14","$0.24","$0.24","Foil","1x","","","","U","Creature — Human Knight","4","{3}{W}","White","""• The attacking player chooses whether to tap a creature for an enlist ability immediately after they tap the creatures that they have chosen to attack with. You can’t choose to enlist a creature later.
• To enlist a creature, that creature must be untapped, it must not be attacking (even if it has vigilance), and it must have haste or have been under that attacking player’s control since the beginning of their current turn.
• When a player taps a creature for an attacking creature’s enlist ability, that attacking creature gets +X/+0 until end of turn, where X is the tapped creature’s power. This is a triggered ability that goes on the stack immediately after attackers have been declared in the declare attackers step.
• You may tap only one creature for an enlist ability of an attacking creature, and a single creature can’t be tapped for more than one enlist ability.""","574494","""Flying
Enlist (As this creature attacks, you may tap a nonattacking creature you control without summoning sickness. When you do, add its power to this creature's until end of turn.)""","2","2","0","USD","8b12da45-aff4-406d-83a3-39ecaff6ff56","283143","5761047","","Aaron Miller","dmu"
"Combat Research","Combat Research","Dominaria united collectors ","Dominaria United","DMU","44","$0.94","$0.94","Foil","1x","","","","U","Enchantment — Aura","1","{U}","Blue","""• Because the card-draw ability is granted to the creature, if an opponent takes control of the enchanted creature and it deals combat damage while they control it, that opponent will draw a card.""","574524","""Enchant creature
Enchanted creature has ""Whenever this creature deals combat damage to a player, draw a card.""
As long as enchanted creature is legendary, it gets +1/+1 and has ward {1}. (Whenever enchanted creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {1}.)""","0","0","0","USD","6c44738c-706f-40b2-a09d-b21cd0889049","283615","5777000","","Justine Cruz","dmu"
"Cut Down","Cut Down","Dominaria united collectors ","Dominaria United","DMU","89","$0.80","$0.80","Foil","1x","","","","U","Instant","1","{B}","Black","""• The total power and toughness of a creature is determined by adding its power and toughness. For example, the total power and toughness of a 3/2 creature is 5.""","574569","""Destroy target creature with total power and toughness 5 or less.""","0","0","0","USD","753db072-5d6a-4f37-8f7d-255572ecd3bd","282845","5749306","","Dominik Mayer","dmu"
"Electrostatic Infantry","Electrostatic Infantry","Dominaria united collectors ","Dominaria United","DMU","122","$1.06","$1.06","Foil","1x","","","","U","Creature — Dwarf Wizard","2","{1}{R}","Red","""• Electrostatic Infantry’s triggered ability resolves before the spell that caused it to trigger. The ability will resolve even if that spell is countered.""","574602","""Trample
Whenever you cast an instant or sorcery spell, put a +1/+1 counter on Electrostatic Infantry.""","1","2","0","USD","5ed2d72f-f1cf-45a7-adf7-969f531721ce","283414","5769335","","Kekai Kotaki","dmu"
"Garna, Bloodfist of Keld","Garna, Bloodfist of Keld","Dominaria united collectors ","Dominaria United","DMU","200","$0.51","$0.51","Foil","1x","","","","U","Legendary Creature — Human Berserker","4","{1}{B}{R}{R}","Black/Red","""""","574680","""Whenever another creature you control dies, draw a card if it was attacking. Otherwise, Garna, Bloodfist of Keld deals 1 damage to each opponent.""","4","3","0","USD","294c5f08-08e7-458f-8838-ff321dc5d9f2","283527","5774748","","Andrey Kuzinskiy","dmu"
"Hurler Cyclops","Hurler Cyclops","Dominaria united collectors ","Dominaria United","DMU","130","$0.20","$0.20","Foil","1x","","","","U","Creature — Cyclops","5","{3}{R}{R}","Red","""""","574610","""{1}, Sacrifice another creature: Hurler Cyclops deals 1 damage to any target.""","5","4","0","USD","b16f2cf2-5908-4f49-9c5c-6c9e22a65a4d","283165","5762622","","Xavier Ribeiro","dmu"
"Inscribed Tablet","Inscribed Tablet","Dominaria united collectors ","Dominaria United","DMU","232","$0.34","$0.34","Foil","1x","","","","U","Artifact","1","{1}","","""• If you reveal one or more land cards with Inscribed Tablet’s first ability, you have to put one of them into your hand.""","574712","""{1}, {T}, Sacrifice Inscribed Tablet: Reveal the top five cards of your library. Put a land card from among them into your hand and the rest on the bottom of your library in a random order. If you didn't put a card into your hand this way, draw a card.""","0","0","0","USD","699d8655-d250-4ab6-92c5-376979bbabc7","283156","5761962","","Jarel Threat","dmu"
"Jasmine Boreal of the Seven","Jasmine Boreal of the Seven","Dominaria united collectors ","Dominaria United Commander","DMC","55","$0.25","$0.25","","1x","","","","U","Legendary Creature — Human Druid","3","{1}{G}{W}","White/Green","""• Some effects give spells a player controls an ability. In that case, mana from Jasmine Boreal of the Seven’s mana ability can’t be spent to cast that spell, even if it is a creature spell that normally has no abilities.
• Checking whether a creature has abilities for Jasmine Boreal of the Seven’s last ability happens only once each combat, as blockers are declared. This means that, once a creature you control with no abilities has been blocked, giving an ability to a creature blocking it won’t cause the creature you control to become unblocked.""","0","""{T}: Add {G}{W}. Spend this mana only to cast creature spells with no abilities.
Creatures you control with no abilities can't be blocked by creatures with abilities.""","2","4","0","USD","2d5c9c50-9056-4d18-94fb-b9970969dcc8","282733","","","Bastien L. Deharme","dmc"
"Join Forces","Join Forces","Dominaria united collectors ","Dominaria United","DMU","21","$0.24","$0.24","Foil","1x","","","","U","Instant","3","{2}{W}","White","""""","574501","""Untap up to two target creatures. They each get +2/+2 until end of turn.""","0","0","0","USD","e4dce5e7-c864-4239-bab7-af6a3adcb731","283059","5756364","","Aurore Folny","dmu"
"Love Song of Night and Day","Love Song of Night and Day","Dominaria united collectors ","Dominaria United","DMU","25","$0.41","$0.41","Foil","1x","","","","U","Enchantment — Saga","3","{2}{W}","White","""• If Love Song of Night and Day’s first chapter ability can’t legally target an opponent, or if the ability’s target becomes illegal while the ability is on the stack, you don’t draw any cards.
• As a Saga with read ahead enters the battlefield, its controller chooses a number from one to that Saga’s greatest chapter number. The Saga enters the battlefield with the chosen number of lore counters. Neither choosing the number nor putting the counters on the Saga use the stack, and neither can be responded to.""","574505","""Read ahead (Choose a chapter and start with that many lore counters. Add one after your draw step. Skipped chapters don't trigger. Sacrifice after III.)
I — You and target opponent each draw two cards.
II — Create a 1/1 white Bird creature token with flying.
III — Put a +1/+1 counter on each of up to two target creatures.""","0","0","0","USD","1e08d288-2f09-4856-a9ed-cc8aa8d953d7","283530","5774988","","Eli Minaya","dmu"
"Phoenix Chick","Phoenix Chick","Dominaria united collectors ","Dominaria United","DMU","140","$3.99","$3.99","Foil","1x","","","","U","Creature — Phoenix","1","{R}","Red","""• As Phoenix Chick returns to the battlefield because of its triggered ability, you choose which opponent or opposing planeswalker it’s attacking. It doesn’t have to attack the same opponent or opposing planeswalker as your other attacking creatures.
• If Phoenix Chick enters the battlefield attacking, it wasn’t declared as an attacking creature that turn. Abilities that trigger when a creature attacks won’t trigger.""","574620","""Flying, haste
Phoenix Chick can't block.
Whenever you attack with three or more creatures, you may pay {R}{R}. If you do, return Phoenix Chick from your graveyard to the battlefield tapped and attacking with a +1/+1 counter on it.""","1","1","0","USD","76bdc912-61da-428d-b0d7-3a38676a402a","283127","5760338","","Brian Valeza","dmu"
"Queen Allenal of Ruadach","Queen Allenal of Ruadach","Dominaria united collectors ","Dominaria United","DMU","210","$0.54","$0.54","Foil","1x","","","","U","Legendary Creature — Elf Noble","3","{G}{W}{W}","White/Green","""• Queen Allenal of Ruadach’s first ability counts itself, so its power and toughness will always be at least 1/1.
• The additional Soldier token won’t have any abilities the other tokens were created with. Anything else specified in the effect creating the tokens (such as tapped, attacking, “That token gains haste,” or “Exile that token at end of combat”) applies to both the original tokens and the Soldier.
• If an effect changes under whose control a token would be created, that effect applies before Queen Allenal’s effect applies. If an effect changes under whose control a token would enter the battlefield, that effect applies after Queen Allenal’s effect is able to be applied.""","574690","""Queen Allenal of Ruadach's power and toughness are each equal to the number of creatures you control.
If one or more creature tokens would be created under your control, those tokens plus a 1/1 white Soldier creature token are created instead.""","*","*","0","USD","b44b4e8b-7675-4c6a-a16a-92f8b6a0259f","283177","5763302","","Ekaterina Burmak","dmu"
"Resolute Reinforcements","Resolute Reinforcements","Dominaria united collectors ","Dominaria United","DMU","29","$0.99","$0.99","Foil","1x","","","","U","Creature — Human Soldier","2","{1}{W}","White","""""","574509","""Flash
When Resolute Reinforcements enters the battlefield, create a 1/1 white Soldier creature token.""","1","1","0","USD","3e11ad33-b9d7-43ef-840a-61955683b599","282794","5745956","","Billy Christian","dmu"
"Rona, Sheoldred's Faithful","Rona, Sheoldred's Faithful","Dominaria united collectors ","Dominaria United","DMU","216","$0.25","$0.25","Foil","1x","","","","U","Legendary Creature — Human Wizard","4","{1}{U}{B}{B}","Blue/Black","""• Rona, Sheoldred’s Faithful’s triggered ability resolves before the spell that caused it to trigger. The ability will resolve even if that spell is countered.
• The casting permission granted by Rona’s last ability doesn’t change when you may cast it from your graveyard.
• If Rona is countered or dies after being cast from your graveyard, it returns to the graveyard. It may be cast this way again later.
• Once you begin casting a spell from your graveyard, it immediately moves to the stack. Players can’t take any other actions until you’ve finished casting the spell.""","574696","""Whenever you cast an instant or sorcery spell, each opponent loses 1 life.
You may cast Rona, Sheoldred's Faithful from your graveyard by discarding two cards in addition to paying its other costs.""","3","4","0","USD","cc8331ab-adc9-45c6-9728-66afc72d901c","283422","5769975","","Ryan Alexander Lee","dmu"
"Strength of the Coalition","Strength of the Coalition","Dominaria united collectors ","Dominaria United","DMU","180","$0.25","$0.25","Foil","1x","","","","U","Instant","1","{G}","Green","""• If the spell is kicked, the target creature will get both a +1/+1 counter and +2/+2 until end of turn.
• If the target creature is an illegal target as Strength of the Coalition tries to resolve, none of its effects will occur. You won’t put a +1/+1 counter on any creatures, even if it was kicked.""","574660","""Kicker {2}{W} (You may pay an additional {2}{W} as you cast this spell.)
Target creature you control gets +2/+2 until end of turn. If this spell was kicked, put a +1/+1 counter on each creature you control.""","0","0","0","USD","8418c504-24fe-470f-8102-dcad68ba1520","283125","5760178","","Justine Cruz","dmu"
"Tail Swipe","Tail Swipe","Dominaria united collectors ","Dominaria United","DMU","182","$2.00","$2.00","Foil","1x","","","","U","Instant","1","{G}","Green","""""","574662","""Choose target creature you control and target creature you don't control. If you cast this spell during your main phase, the creature you control gets +1/+1 until end of turn. Then those creatures fight each other. (Each deals damage equal to its power to the other.)""","0","0","0","USD","95a39b26-8c83-40ea-b492-036251366d73","283419","5769735","","Ângelo Bortolini","dmu"
"Tear Asunder","Tear Asunder","Dominaria united collectors ","Dominaria United","DMU","183","$4.08","$4.08","Foil","1x","","","","U","Instant","2","{1}{G}","Green","""• If Tear Asunder is kicked, it can target any nonland permanent, not just an artifact or enchantment.""","574663","""Kicker {1}{B} (You may pay an additional {1}{B} as you cast this spell.)
Exile target artifact or enchantment. If this spell was kicked, exile target nonland permanent instead.""","0","0","0","USD","629aa907-9533-4681-9bf2-9e56450a4cc2","283420","5769815","","Dave Kendall","dmu"
"The Weatherseed Treaty","The Weatherseed Treaty","Dominaria united collectors ","Dominaria United","DMU","188","$1.26","$1.26","Foil","1x","","","","U","Enchantment — Saga","3","{2}{G}","Green","""• Domain abilities count the number of basic land types among lands you control, not how many lands you control or how many of any type.
• The basic land types are Plains, Island, Swamp, Mountain, and Forest. Land types other than basic land types (such as Desert) don’t contribute to domain abilities.
• As a Saga with read ahead enters the battlefield, its controller chooses a number from one to that Saga’s greatest chapter number. The Saga enters the battlefield with the chosen number of lore counters. Neither choosing the number nor putting the counters on the Saga use the stack, and neither can be responded to.""","574668","""Read ahead (Choose a chapter and start with that many lore counters. Add one after your draw step. Skipped chapters don't trigger. Sacrifice after III.)
I — Search your library for a basic land card, put it onto the battlefield tapped, then shuffle.
II — Create a 1/1 green Saproling creature token.
III — Domain — Target creature you control gets +X/+X and gains trample until end of turn, where X is the number of basic land types among lands you control.""","0","0","0","USD","e2a54461-1f75-4304-b6d7-635171419456","283449","5771080","","Livia Prima","dmu"
"Twinferno","Twinferno","Dominaria united collectors ","Dominaria United","DMU","149","$1.63","$1.63","Foil","1x","","","","U","Instant","2","{1}{R}","Red","""• If the spell that’s copied is modal (that is, it says “Choose one —” or the like), the copy created by Twinferno’s delayed triggered ability will have the same mode or modes. You can’t choose different ones.
• If the spell that’s copied has damage divided as it was cast, the division can’t be changed (although the targets receiving that damage still can). The same is true of spells that distribute counters.
• You can’t choose to pay any additional costs for the copy created by Twinferno’s delayed triggered ability. However, effects based on any additional costs that were paid for the original spell are copied as though those same costs were paid for the copy too.
• The copies that Twinferno’s ability creates are created on the stack, so they’re not “cast.” Abilities that trigger when a player casts a spell won’t trigger.""","574629","""Choose one —
• When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.
• Target creature you control gains double strike until end of turn.""","0","0","0","USD","bc531409-26cb-4c58-ba69-f39dd8aee3d1","283153","5761767","","Justyna Dura","dmu"
"Wingmantle Chaplain","Wingmantle Chaplain","Dominaria united collectors ","Dominaria United","DMU","39","$0.80","$0.80","Foil","1x","","","","U","Creature — Human Cleric","4","{3}{W}","White","""• Count the number of creatures with defender you control as the second ability resolves to determine how many Bird tokens you create. If Wingmantle Chaplain’s still under your control at that time, it will count itself.
• If Wingmantle Chaplain enters the battlefield under your control at the same time as other creatures with defender, the second ability will trigger once and the last ability will trigger once for each of those other creatures.""","574519","""Defender
When Wingmantle Chaplain enters the battlefield, create a 1/1 white Bird creature token with flying for each creature with defender you control.
Whenever another creature with defender enters the battlefield under your control, create a 1/1 white Bird creature token with flying.""","0","3","0","USD","f5800f3d-b2e0-4c74-94bf-f29b27f82130","283188","5764097","","Miranda Meeks","dmu"
